3	B: 1. C: 1. 
46	C: 1. 
Time (s): 0.0088
47	A: 1. 
2	A: 1. B: 1. 
1	A: 1. C: 1. 
45	B: 1. 
3	B: 1. C: 1. 
46	C: 1. 
Time (s): 0.0089
47	A: 1. 
2	A: 1. B: 1. 
1	A: 1. C: 1. 
45	B: 1. 
3	B: 1. C: 1. 
46	C: 1. 
Time (s): 0.009
47	A: 1. 
2	A: 1. B: 1. 
1	A: 1. C: 1. 
45	B: 1. 
3	B: 1. C: 1. 
46	C: 1. 
Time (s): 0.0091
47	A: 1. 
2	A: 1. B: 1. 
1	A: 1. C: 1. 
45	B: 1. 
3	B: 1. C: 1. 
46	C: 1. 
Time (s): 0.0092
47	A: 1. 
2	A: 1. B: 1. 
1	A: 1. C: 1. 
45	B: 1. 
3	B: 1. C: 1. 
46	C: 1. 
Time (s): 0.0093
47	A: 1. 
2	A: 1. B: 1. 
1	A: 1. C: 1. 
45	B: 1. 
3	B: 1. C: 1. 
46	C: 1. 
Time (s): 0.0094
46	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
45	B: 1. 
3	B: 1. C: 1. 
45	C: 1. 
Time (s): 0.0095
46	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
45	B: 1. 
3	B: 1. C: 1. 
45	C: 1. 
Time (s): 0.0096
46	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
45	B: 1. 
3	B: 1. C: 1. 
45	C: 1. 
Time (s): 0.0097
46	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
45	B: 1. 
3	B: 1. C: 1. 
45	C: 1. 
Time (s): 0.0098
46	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
45	B: 1. 
3	B: 1. C: 1. 
45	C: 1. 
Time (s): 0.0099
46	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
45	B: 1. 
3	B: 1. C: 1. 
45	C: 1. 
Time (s): 0.01
46	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
45	B: 1. 
3	B: 1. C: 1. 
45	C: 1. 
Time (s): 0.0101
46	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
45	B: 1. 
3	B: 1. C: 1. 
45	C: 1. 
Time (s): 0.0102
46	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
45	B: 1. 
3	B: 1. C: 1. 
45	C: 1. 
Time (s): 0.0103
46	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
45	B: 1. 
3	B: 1. C: 1. 
45	C: 1. 
Time (s): 0.0104
46	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
45	B: 1. 
3	B: 1. C: 1. 
45	C: 1. 
Time (s): 0.0105
46	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
45	B: 1. 
3	B: 1. C: 1. 
45	C: 1. 
Time (s): 0.0106
46	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
45	B: 1. 
3	B: 1. C: 1. 
45	C: 1. 
Time (s): 0.0107
46	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
45	B: 1. 
3	B: 1. C: 1. 
45	C: 1. 
Time (s): 0.0108
46	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
45	B: 1. 
3	B: 1. C: 1. 
45	C: 1. 
Time (s): 0.0109
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
44	B: 1. 
3	B: 1. C: 1. 
44	C: 1. 
Time (s): 0.011
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
43	B: 1. 
4	B: 1. C: 1. 
43	C: 1. 
Time (s): 0.0111
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
43	B: 1. 
4	B: 1. C: 1. 
43	C: 1. 
Time (s): 0.0112
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
43	B: 1. 
4	B: 1. C: 1. 
43	C: 1. 
Time (s): 0.0113
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
43	B: 1. 
4	B: 1. C: 1. 
43	C: 1. 
Time (s): 0.0114
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
43	B: 1. 
4	B: 1. C: 1. 
43	C: 1. 
Time (s): 0.0115
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
43	B: 1. 
4	B: 1. C: 1. 
43	C: 1. 
Time (s): 0.0116
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
43	B: 1. 
4	B: 1. C: 1. 
43	C: 1. 
Time (s): 0.0117
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
43	B: 1. 
4	B: 1. C: 1. 
43	C: 1. 
Time (s): 0.0118
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
43	B: 1. 
4	B: 1. C: 1. 
43	C: 1. 
Time (s): 0.0119
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
43	B: 1. 
4	B: 1. C: 1. 
43	C: 1. 
Time (s): 0.012
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
43	B: 1. 
4	B: 1. C: 1. 
43	C: 1. 
Time (s): 0.0121
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
43	B: 1. 
4	B: 1. C: 1. 
43	C: 1. 
Time (s): 0.0122
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
43	B: 1. 
4	B: 1. C: 1. 
43	C: 1. 
Time (s): 0.0123
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
43	B: 1. 
4	B: 1. C: 1. 
43	C: 1. 
Time (s): 0.0124
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
43	B: 1. 
4	B: 1. C: 1. 
43	C: 1. 
Time (s): 0.0125
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
43	B: 1. 
4	B: 1. C: 1. 
43	C: 1. 
Time (s): 0.0126
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
43	B: 1. 
4	B: 1. C: 1. 
43	C: 1. 
Time (s): 0.0127
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
43	B: 1. 
4	B: 1. C: 1. 
43	C: 1. 
Time (s): 0.0128
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
43	B: 1. 
4	B: 1. C: 1. 
43	C: 1. 
Time (s): 0.0129
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
43	B: 1. 
4	B: 1. C: 1. 
43	C: 1. 
Time (s): 0.013
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
43	B: 1. 
4	B: 1. C: 1. 
43	C: 1. 
Time (s): 0.0131
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
43	B: 1. 
4	B: 1. C: 1. 
43	C: 1. 
Time (s): 0.0132
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
43	B: 1. 
4	B: 1. C: 1. 
43	C: 1. 
Time (s): 0.0133
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
43	B: 1. 
4	B: 1. C: 1. 
43	C: 1. 
Time (s): 0.0134
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
43	B: 1. 
4	B: 1. C: 1. 
43	C: 1. 
Time (s): 0.0135
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
43	B: 1. 
4	B: 1. C: 1. 
43	C: 1. 
Time (s): 0.0136
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
42	B: 1. 
5	B: 1. C: 1. 
42	C: 1. 
Time (s): 0.0137
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
42	B: 1. 
5	B: 1. C: 1. 
42	C: 1. 
Time (s): 0.0138
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
42	B: 1. 
5	B: 1. C: 1. 
42	C: 1. 
Time (s): 0.0139
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
42	B: 1. 
5	B: 1. C: 1. 
42	C: 1. 
Time (s): 0.014
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
42	B: 1. 
5	B: 1. C: 1. 
42	C: 1. 
Time (s): 0.0141
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
42	B: 1. 
5	B: 1. C: 1. 
42	C: 1. 
Time (s): 0.0142
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
42	B: 1. 
5	B: 1. C: 1. 
42	C: 1. 
Time (s): 0.0143
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
42	B: 1. 
5	B: 1. C: 1. 
42	C: 1. 
Time (s): 0.0144
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
42	B: 1. 
5	B: 1. C: 1. 
42	C: 1. 
Time (s): 0.0145
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
42	B: 1. 
5	B: 1. C: 1. 
42	C: 1. 
Time (s): 0.0146
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
41	C: 1. 
Time (s): 0.0147
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
41	C: 1. 
Time (s): 0.0148
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
41	C: 1. 
Time (s): 0.0149
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
41	C: 1. 
Time (s): 0.015
45	A: 1. 
2	A: 1. B: 1. 
2	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
41	C: 1. 
Time (s): 0.0151
44	A: 1. 
2	A: 1. B: 1. 
3	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
40	C: 1. 
Time (s): 0.0152
44	A: 1. 
2	A: 1. B: 1. 
3	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
40	C: 1. 
Time (s): 0.0153
44	A: 1. 
2	A: 1. B: 1. 
3	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
40	C: 1. 
Time (s): 0.0154
44	A: 1. 
2	A: 1. B: 1. 
3	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
40	C: 1. 
Time (s): 0.0155
44	A: 1. 
2	A: 1. B: 1. 
3	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
40	C: 1. 
Time (s): 0.0156
44	A: 1. 
2	A: 1. B: 1. 
3	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
40	C: 1. 
Time (s): 0.0157
44	A: 1. 
2	A: 1. B: 1. 
3	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
40	C: 1. 
Time (s): 0.0158
44	A: 1. 
2	A: 1. B: 1. 
3	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
40	C: 1. 
Time (s): 0.0159
44	A: 1. 
2	A: 1. B: 1. 
3	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
40	C: 1. 
Time (s): 0.016
44	A: 1. 
2	A: 1. B: 1. 
3	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
40	C: 1. 
Time (s): 0.0161
44	A: 1. 
2	A: 1. B: 1. 
3	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
40	C: 1. 
Time (s): 0.0162
44	A: 1. 
2	A: 1. B: 1. 
3	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
40	C: 1. 
Time (s): 0.0163
44	A: 1. 
2	A: 1. B: 1. 
3	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
40	C: 1. 
Time (s): 0.0164
44	A: 1. 
2	A: 1. B: 1. 
3	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
40	C: 1. 
Time (s): 0.0165
44	A: 1. 
2	A: 1. B: 1. 
3	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
40	C: 1. 
Time (s): 0.0166
44	A: 1. 
2	A: 1. B: 1. 
3	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
40	C: 1. 
Time (s): 0.0167
44	A: 1. 
2	A: 1. B: 1. 
3	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
40	C: 1. 
Time (s): 0.0168
44	A: 1. 
2	A: 1. B: 1. 
3	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
40	C: 1. 
Time (s): 0.0169
44	A: 1. 
2	A: 1. B: 1. 
3	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
40	C: 1. 
Time (s): 0.017
44	A: 1. 
2	A: 1. B: 1. 
3	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
40	C: 1. 
Time (s): 0.0171
44	A: 1. 
2	A: 1. B: 1. 
3	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
40	C: 1. 
Time (s): 0.0172
44	A: 1. 
2	A: 1. B: 1. 
3	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
40	C: 1. 
Time (s): 0.0173
44	A: 1. 
2	A: 1. B: 1. 
3	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
40	C: 1. 
Time (s): 0.0174
44	A: 1. 
2	A: 1. B: 1. 
3	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
40	C: 1. 
Time (s): 0.0175
44	A: 1. 
2	A: 1. B: 1. 
3	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
40	C: 1. 
Time (s): 0.0176
44	A: 1. 
2	A: 1. B: 1. 
3	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
40	C: 1. 
Time (s): 0.0177
44	A: 1. 
2	A: 1. B: 1. 
3	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
41	B: 1. 
6	B: 1. C: 1. 
40	C: 1. 
Time (s): 0.0178
44	A: 1. 
2	A: 1. B: 1. 
3	A: 1. C: 1. 
1	A: 1. B: 1. C: 1. 
40	B: 1. 
7	B: 1. C: 1. 
39	C: 1. 
