Time (s): 0
484	A: 1. R: 1. 
516	A: 1. 
516	R: 1. 
Time (s): 0.0017
489	A: 1. R: 1. 
511	A: 1. 
511	R: 1. 
Time (s): 0.00172
494	A: 1. R: 1. 
506	A: 1. 
506	R: 1. 
Time (s): 0.00174
495	A: 1. R: 1. 
505	A: 1. 
505	R: 1. 
Time (s): 0.00176
495	A: 1. R: 1. 
505	A: 1. 
505	R: 1. 
Time (s): 0.00178
494	A: 1. R: 1. 
506	A: 1. 
506	R: 1. 
Time (s): 0.0018
497	A: 1. R: 1. 
503	A: 1. 
503	R: 1. 
Time (s): 0.00182
498	A: 1. R: 1. 
502	A: 1. 
502	R: 1. 
Time (s): 0.00184
500	A: 1. R: 1. 
500	A: 1. 
500	R: 1. 
Time (s): 0.00186
500	A: 1. R: 1. 
500	A: 1. 
500	R: 1. 
Time (s): 0.00188
499	A: 1. R: 1. 
501	A: 1. 
501	R: 1. 
Time (s): 0.0019
501	A: 1. R: 1. 
499	A: 1. 
499	R: 1. 
Time (s): 0.00192
502	A: 1. R: 1. 
498	A: 1. 
498	R: 1. 
Time (s): 0.00194
506	A: 1. R: 1. 
494	A: 1. 
494	R: 1. 
Time (s): 0.00196
507	A: 1. R: 1. 
493	A: 1. 
493	R: 1. 
Time (s): 0.00198
509	A: 1. R: 1. 
491	A: 1. 
491	R: 1. 
Time (s): 0.002
514	A: 1. R: 1. 
486	A: 1. 
486	R: 1. 
Time (s): 0.00202
515	A: 1. R: 1. 
485	A: 1. 
485	R: 1. 
Time (s): 0.00204
520	A: 1. R: 1. 
480	A: 1. 
480	R: 1. 
Time (s): 0.00206
522	A: 1. R: 1. 
478	A: 1. 
478	R: 1. 
Time (s): 0.00208
525	A: 1. R: 1. 
475	A: 1. 
475	R: 1. 
Time (s): 0.0021
528	A: 1. R: 1. 
472	A: 1. 
472	R: 1. 
Time (s): 0.00212
531	A: 1. R: 1. 
469	A: 1. 
469	R: 1. 
Time (s): 0.00214
533	A: 1. R: 1. 
467	A: 1. 
467	R: 1. 
Time (s): 0.00216
534	A: 1. R: 1. 
466	A: 1. 
466	R: 1. 
Time (s): 0.00218
537	A: 1. R: 1. 
463	A: 1. 
463	R: 1. 
Time (s): 0.0022
540	A: 1. R: 1. 
460	A: 1. 
460	R: 1. 
Time (s): 0.00222
541	A: 1. R: 1. 
459	A: 1. 
459	R: 1. 
Time (s): 0.00224
542	A: 1. R: 1. 
458	A: 1. 
458	R: 1. 
Time (s): 0.00226
545	A: 1. R: 1. 
455	A: 1. 
455	R: 1. 
Time (s): 0.00228
547	A: 1. R: 1. 
453	A: 1. 
453	R: 1. 
Time (s): 0.0023
549	A: 1. R: 1. 
451	A: 1. 
451	R: 1. 
Time (s): 0.00232
549	A: 1. R: 1. 
451	A: 1. 
451	R: 1. 
Time (s): 0.00234
553	A: 1. R: 1. 
447	A: 1. 
447	R: 1. 
Time (s): 0.00236
553	A: 1. R: 1. 
447	A: 1. 
447	R: 1. 
Time (s): 0.00238
555	A: 1. R: 1. 
445	A: 1. 
445	R: 1. 
Time (s): 0.0024
554	A: 1. R: 1. 
446	A: 1. 
446	R: 1. 
Time (s): 0.00242
557	A: 1. R: 1. 
443	A: 1. 
443	R: 1. 
Time (s): 0.00244
556	A: 1. R: 1. 
444	A: 1. 
444	R: 1. 
Time (s): 0.00246
557	A: 1. R: 1. 
443	A: 1. 
443	R: 1. 
Time (s): 0.00248
563	A: 1. R: 1. 
437	A: 1. 
437	R: 1. 
Time (s): 0.0025
563	A: 1. R: 1. 
437	A: 1. 
437	R: 1. 
Time (s): 0.00252
566	A: 1. R: 1. 
434	A: 1. 
434	R: 1. 
Time (s): 0.00254
567	A: 1. R: 1. 
433	A: 1. 
433	R: 1. 
Time (s): 0.00256
572	A: 1. R: 1. 
428	A: 1. 
428	R: 1. 
Time (s): 0.00258
576	A: 1. R: 1. 
424	A: 1. 
424	R: 1. 
Time (s): 0.0026
578	A: 1. R: 1. 
422	A: 1. 
422	R: 1. 
Time (s): 0.00262
579	A: 1. R: 1. 
421	A: 1. 
421	R: 1. 
Time (s): 0.00264
583	A: 1. R: 1. 
417	A: 1. 
417	R: 1. 
Time (s): 0.00266
584	A: 1. R: 1. 
416	A: 1. 
416	R: 1. 
Time (s): 0.00268
583	A: 1. R: 1. 
417	A: 1. 
417	R: 1. 
Time (s): 0.0027
583	A: 1. R: 1. 
417	A: 1. 
417	R: 1. 
Time (s): 0.00272
583	A: 1. R: 1. 
417	A: 1. 
417	R: 1. 
Time (s): 0.00274
585	A: 1. R: 1. 
415	A: 1. 
415	R: 1. 
Time (s): 0.00276
585	A: 1. R: 1. 
415	A: 1. 
415	R: 1. 
Time (s): 0.00278
587	A: 1. R: 1. 
413	A: 1. 
413	R: 1. 
Time (s): 0.0028
589	A: 1. R: 1. 
411	A: 1. 
411	R: 1. 
Time (s): 0.00282
589	A: 1. R: 1. 
411	A: 1. 
411	R: 1. 
Time (s): 0.00284
592	A: 1. R: 1. 
408	A: 1. 
408	R: 1. 
Time (s): 0.00286
595	A: 1. R: 1. 
405	A: 1. 
405	R: 1. 
Time (s): 0.00288
594	A: 1. R: 1. 
406	A: 1. 
406	R: 1. 
Time (s): 0.0029
595	A: 1. R: 1. 
405	A: 1. 
405	R: 1. 
Time (s): 0.00292
596	A: 1. R: 1. 
404	A: 1. 
404	R: 1. 
Time (s): 0.00294
595	A: 1. R: 1. 
405	A: 1. 
405	R: 1. 
Time (s): 0.00296
598	A: 1. R: 1. 
402	A: 1. 
402	R: 1. 
Time (s): 0.00298
599	A: 1. R: 1. 
401	A: 1. 
401	R: 1. 
Time (s): 0.003
603	A: 1. R: 1. 
397	A: 1. 
397	R: 1. 
Time (s): 0.00302
605	A: 1. R: 1. 
395	A: 1. 
395	R: 1. 
Time (s): 0.00304
607	A: 1. R: 1. 
393	A: 1. 
393	R: 1. 
Time (s): 0.00306
607	A: 1. R: 1. 
393	A: 1. 
393	R: 1. 
Time (s): 0.00308
606	A: 1. R: 1. 
394	A: 1. 
394	R: 1. 
Time (s): 0.0031
609	A: 1. R: 1. 
391	A: 1. 
391	R: 1. 
Time (s): 0.00312
615	A: 1. R: 1. 
385	A: 1. 
385	R: 1. 
Time (s): 0.00314
616	A: 1. R: 1. 
384	A: 1. 
384	R: 1. 
Time (s): 0.00316
617	A: 1. R: 1. 
383	A: 1. 
383	R: 1. 
Time (s): 0.00318
617	A: 1. R: 1. 
383	A: 1. 
383	R: 1. 
Time (s): 0.0032
618	A: 1. R: 1. 
382	A: 1. 
382	R: 1. 
Time (s): 0.00322
617	A: 1. R: 1. 
383	A: 1. 
383	R: 1. 
Time (s): 0.00324
617	A: 1. R: 1. 
383	A: 1. 
383	R: 1. 
Time (s): 0.00326
616	A: 1. R: 1. 
384	A: 1. 
384	R: 1. 
Time (s): 0.00328
616	A: 1. R: 1. 
384	A: 1. 
384	R: 1. 
Time (s): 0.0033
617	A: 1. R: 1. 
383	A: 1. 
383	R: 1. 
Time (s): 0.00332
616	A: 1. R: 1. 
384	A: 1. 
384	R: 1. 
Time (s): 0.00334
618	A: 1. R: 1. 
382	A: 1. 
382	R: 1. 
Time (s): 0.00336
618	A: 1. R: 1. 
382	A: 1. 
382	R: 1. 
Time (s): 0.00338
619	A: 1. R: 1. 
381	A: 1. 
381	R: 1. 
Time (s): 0.0034
619	A: 1. R: 1. 
381	A: 1. 
381	R: 1. 
Time (s): 0.00342
619	A: 1. R: 1. 
381	A: 1. 
381	R: 1. 
Time (s): 0.00344
619	A: 1. R: 1. 
381	A: 1. 
381	R: 1. 
Time (s): 0.00346
619	A: 1. R: 1. 
381	A: 1. 
381	R: 1. 
Time (s): 0.00348
621	A: 1. R: 1. 
379	A: 1. 
379	R: 1. 
Time (s): 0.0035
621	A: 1. R: 1. 
379	A: 1. 
379	R: 1. 
Time (s): 0.00352
620	A: 1. R: 1. 
380	A: 1. 
380	R: 1. 
Time (s): 0.00354
621	A: 1. R: 1. 
379	A: 1. 
379	R: 1. 
Time (s): 0.00356
623	A: 1. R: 1. 
377	A: 1. 
377	R: 1. 
Time (s): 0.00358
627	A: 1. R: 1. 
373	A: 1. 
373	R: 1. 
Time (s): 0.0036
628	A: 1. R: 1. 
372	A: 1. 
372	R: 1. 
Time (s): 0.00362
628	A: 1. R: 1. 
372	A: 1. 
372	R: 1. 
Time (s): 0.00364
628	A: 1. R: 1. 
372	A: 1. 
372	R: 1. 
Time (s): 0.00366
632	A: 1. R: 1. 
368	A: 1. 
368	R: 1. 
Time (s): 0.00368
634	A: 1. R: 1. 
366	A: 1. 
366	R: 1. 
Time (s): 0.0037
637	A: 1. R: 1. 
363	A: 1. 
363	R: 1. 
Time (s): 0.00372
636	A: 1. R: 1. 
364	A: 1. 
364	R: 1. 
Time (s): 0.00374
638	A: 1. R: 1. 
362	A: 1. 
362	R: 1. 
Time (s): 0.00376
639	A: 1. R: 1. 
361	A: 1. 
361	R: 1. 
Time (s): 0.00378
640	A: 1. R: 1. 
360	A: 1. 
360	R: 1. 
Time (s): 0.0038
642	A: 1. R: 1. 
358	A: 1. 
358	R: 1. 
Time (s): 0.00382
641	A: 1. R: 1. 
359	A: 1. 
359	R: 1. 
Time (s): 0.00384
643	A: 1. R: 1. 
357	A: 1. 
357	R: 1. 
Time (s): 0.00386
644	A: 1. R: 1. 
356	A: 1. 
356	R: 1. 
Time (s): 0.00388
644	A: 1. R: 1. 
356	A: 1. 
356	R: 1. 
Time (s): 0.0039
647	A: 1. R: 1. 
353	A: 1. 
353	R: 1. 
Time (s): 0.00392
647	A: 1. R: 1. 
353	A: 1. 
353	R: 1. 
Time (s): 0.00394
648	A: 1. R: 1. 
352	A: 1. 
352	R: 1. 
Time (s): 0.00396
650	A: 1. R: 1. 
350	A: 1. 
350	R: 1. 
Time (s): 0.00398
648	A: 1. R: 1. 
352	A: 1. 
352	R: 1. 
Time (s): 0.004
648	A: 1. R: 1. 
352	A: 1. 
352	R: 1. 
Time (s): 0.00402
650	A: 1. R: 1. 
350	A: 1. 
350	R: 1. 
Time (s): 0.00404
651	A: 1. R: 1. 
349	A: 1. 
349	R: 1. 
Time (s): 0.00406
652	A: 1. R: 1. 
348	A: 1. 
348	R: 1. 
Time (s): 0.00408
652	A: 1. R: 1. 
348	A: 1. 
348	R: 1. 
Time (s): 0.0041
655	A: 1. R: 1. 
345	A: 1. 
345	R: 1. 
Time (s): 0.00412
655	A: 1. R: 1. 
345	A: 1. 
345	R: 1. 
Time (s): 0.00414
658	A: 1. R: 1. 
342	A: 1. 
342	R: 1. 
Time (s): 0.00416
659	A: 1. R: 1. 
341	A: 1. 
341	R: 1. 
Time (s): 0.00418
659	A: 1. R: 1. 
341	A: 1. 
341	R: 1. 
Time (s): 0.0042
659	A: 1. R: 1. 
341	A: 1. 
341	R: 1. 
Time (s): 0.00422
659	A: 1. R: 1. 
341	A: 1. 
341	R: 1. 
Time (s): 0.00424
660	A: 1. R: 1. 
340	A: 1. 
340	R: 1. 
Time (s): 0.00426
659	A: 1. R: 1. 
341	A: 1. 
341	R: 1. 
Time (s): 0.00428
659	A: 1. R: 1. 
341	A: 1. 
341	R: 1. 
Time (s): 0.0043
660	A: 1. R: 1. 
340	A: 1. 
340	R: 1. 
Time (s): 0.00432
661	A: 1. R: 1. 
339	A: 1. 
339	R: 1. 
Time (s): 0.00434
661	A: 1. R: 1. 
339	A: 1. 
339	R: 1. 
Time (s): 0.00436
660	A: 1. R: 1. 
340	A: 1. 
340	R: 1. 
Time (s): 0.00438
659	A: 1. R: 1. 
341	A: 1. 
341	R: 1. 
Time (s): 0.0044
658	A: 1. R: 1. 
342	A: 1. 
342	R: 1. 
Time (s): 0.00442
657	A: 1. R: 1. 
343	A: 1. 
343	R: 1. 
Time (s): 0.00444
657	A: 1. R: 1. 
343	A: 1. 
343	R: 1. 
Time (s): 0.00446
657	A: 1. R: 1. 
343	A: 1. 
343	R: 1. 
Time (s): 0.00448
658	A: 1. R: 1. 
342	A: 1. 
342	R: 1. 
Time (s): 0.0045
658	A: 1. R: 1. 
342	A: 1. 
342	R: 1. 
Time (s): 0.00452
660	A: 1. R: 1. 
340	A: 1. 
340	R: 1. 
Time (s): 0.00454
661	A: 1. R: 1. 
339	A: 1. 
339	R: 1. 
Time (s): 0.00456
662	A: 1. R: 1. 
338	A: 1. 
338	R: 1. 
Time (s): 0.00458
662	A: 1. R: 1. 
338	A: 1. 
338	R: 1. 
Time (s): 0.0046
664	A: 1. R: 1. 
336	A: 1. 
336	R: 1. 
Time (s): 0.00462
666	A: 1. R: 1. 
334	A: 1. 
334	R: 1. 
Time (s): 0.00464
665	A: 1. R: 1. 
335	A: 1. 
335	R: 1. 
Time (s): 0.00466
663	A: 1. R: 1. 
337	A: 1. 
337	R: 1. 
Time (s): 0.00468
664	A: 1. R: 1. 
336	A: 1. 
336	R: 1. 
Time (s): 0.0047
665	A: 1. R: 1. 
335	A: 1. 
335	R: 1. 
Time (s): 0.00472
664	A: 1. R: 1. 
336	A: 1. 
336	R: 1. 
Time (s): 0.00474
664	A: 1. R: 1. 
336	A: 1. 
336	R: 1. 
Time (s): 0.00476
664	A: 1. R: 1. 
336	A: 1. 
336	R: 1. 
Time (s): 0.00478
664	A: 1. R: 1. 
336	A: 1. 
336	R: 1. 
Time (s): 0.0048
664	A: 1. R: 1. 
336	A: 1. 
336	R: 1. 
Time (s): 0.00482
664	A: 1. R: 1. 
336	A: 1. 
336	R: 1. 
Time (s): 0.00484
665	A: 1. R: 1. 
335	A: 1. 
335	R: 1. 
Time (s): 0.00486
667	A: 1. R: 1. 
333	A: 1. 
333	R: 1. 
Time (s): 0.00488
668	A: 1. R: 1. 
332	A: 1. 
332	R: 1. 
Time (s): 0.0049
669	A: 1. R: 1. 
331	A: 1. 
331	R: 1. 
Time (s): 0.00492
670	A: 1. R: 1. 
330	A: 1. 
330	R: 1. 
Time (s): 0.00494
672	A: 1. R: 1. 
328	A: 1. 
328	R: 1. 
Time (s): 0.00496
670	A: 1. R: 1. 
330	A: 1. 
330	R: 1. 
Time (s): 0.00498
666	A: 1. R: 1. 
334	A: 1. 
334	R: 1. 
Time (s): 0.005
667	A: 1. R: 1. 
333	A: 1. 
333	R: 1. 
Time (s): 0.00502
668	A: 1. R: 1. 
332	A: 1. 
332	R: 1. 
Time (s): 0.00504
670	A: 1. R: 1. 
330	A: 1. 
330	R: 1. 
Time (s): 0.00506
669	A: 1. R: 1. 
331	A: 1. 
331	R: 1. 
Time (s): 0.00508
670	A: 1. R: 1. 
330	A: 1. 
330	R: 1. 
Time (s): 0.0051
671	A: 1. R: 1. 
329	A: 1. 
329	R: 1. 
Time (s): 0.00512
672	A: 1. R: 1. 
328	A: 1. 
328	R: 1. 
Time (s): 0.00514
672	A: 1. R: 1. 
328	A: 1. 
328	R: 1. 
Time (s): 0.00516
673	A: 1. R: 1. 
327	A: 1. 
327	R: 1. 
Time (s): 0.00518
674	A: 1. R: 1. 
326	A: 1. 
326	R: 1. 
Time (s): 0.0052
673	A: 1. R: 1. 
327	A: 1. 
327	R: 1. 
Time (s): 0.00522
674	A: 1. R: 1. 
326	A: 1. 
326	R: 1. 
Time (s): 0.00524
676	A: 1. R: 1. 
324	A: 1. 
324	R: 1. 
Time (s): 0.00526
679	A: 1. R: 1. 
321	A: 1. 
321	R: 1. 
Time (s): 0.00528
679	A: 1. R: 1. 
321	A: 1. 
321	R: 1. 
Time (s): 0.0053
680	A: 1. R: 1. 
320	A: 1. 
320	R: 1. 
Time (s): 0.00532
681	A: 1. R: 1. 
319	A: 1. 
319	R: 1. 
Time (s): 0.00534
680	A: 1. R: 1. 
320	A: 1. 
320	R: 1. 
Time (s): 0.00536
680	A: 1. R: 1. 
320	A: 1. 
320	R: 1. 
Time (s): 0.00538
680	A: 1. R: 1. 
320	A: 1. 
320	R: 1. 
Time (s): 0.0054
680	A: 1. R: 1. 
320	A: 1. 
320	R: 1. 
Time (s): 0.00542
679	A: 1. R: 1. 
321	A: 1. 
321	R: 1. 
Time (s): 0.00544
682	A: 1. R: 1. 
318	A: 1. 
318	R: 1. 
Time (s): 0.00546
683	A: 1. R: 1. 
317	A: 1. 
317	R: 1. 
Time (s): 0.00548
684	A: 1. R: 1. 
316	A: 1. 
316	R: 1. 
Time (s): 0.0055
684	A: 1. R: 1. 
316	A: 1. 
316	R: 1. 
Time (s): 0.00552
682	A: 1. R: 1. 
318	A: 1. 
318	R: 1. 
Time (s): 0.00554
686	A: 1. R: 1. 
314	A: 1. 
314	R: 1. 
Time (s): 0.00556
687	A: 1. R: 1. 
313	A: 1. 
313	R: 1. 
Time (s): 0.00558
687	A: 1. R: 1. 
313	A: 1. 
313	R: 1. 
Time (s): 0.0056
688	A: 1. R: 1. 
312	A: 1. 
312	R: 1. 
Time (s): 0.00562
689	A: 1. R: 1. 
311	A: 1. 
311	R: 1. 
Time (s): 0.00564
688	A: 1. R: 1. 
312	A: 1. 
312	R: 1. 
Time (s): 0.00566
688	A: 1. R: 1. 
312	A: 1. 
312	R: 1. 
Time (s): 0.00568
691	A: 1. R: 1. 
309	A: 1. 
309	R: 1. 
Time (s): 0.0057
694	A: 1. R: 1. 
306	A: 1. 
306	R: 1. 
Time (s): 0.00572
692	A: 1. R: 1. 
308	A: 1. 
308	R: 1. 
Time (s): 0.00574
692	A: 1. R: 1. 
308	A: 1. 
308	R: 1. 
Time (s): 0.00576
697	A: 1. R: 1. 
303	A: 1. 
303	R: 1. 
Time (s): 0.00578
695	A: 1. R: 1. 
305	A: 1. 
305	R: 1. 
Time (s): 0.0058
695	A: 1. R: 1. 
305	A: 1. 
305	R: 1. 
Time (s): 0.00582
693	A: 1. R: 1. 
307	A: 1. 
307	R: 1. 
Time (s): 0.00584
693	A: 1. R: 1. 
307	A: 1. 
307	R: 1. 
Time (s): 0.00586
693	A: 1. R: 1. 
307	A: 1. 
307	R: 1. 
Time (s): 0.00588
694	A: 1. R: 1. 
306	A: 1. 
306	R: 1. 
Time (s): 0.0059
695	A: 1. R: 1. 
305	A: 1. 
305	R: 1. 
Time (s): 0.00592
692	A: 1. R: 1. 
308	A: 1. 
308	R: 1. 
Time (s): 0.00594
694	A: 1. R: 1. 
306	A: 1. 
306	R: 1. 
Time (s): 0.00596
694	A: 1. R: 1. 
306	A: 1. 
306	R: 1. 
Time (s): 0.00598
695	A: 1. R: 1. 
305	A: 1. 
305	R: 1. 
Time (s): 0.006
693	A: 1. R: 1. 
307	A: 1. 
307	R: 1. 
Time (s): 0.00602
695	A: 1. R: 1. 
305	A: 1. 
305	R: 1. 
Time (s): 0.00604
697	A: 1. R: 1. 
303	A: 1. 
303	R: 1. 
Time (s): 0.00606
696	A: 1. R: 1. 
304	A: 1. 
304	R: 1. 
Time (s): 0.00608
698	A: 1. R: 1. 
302	A: 1. 
302	R: 1. 
Time (s): 0.0061
698	A: 1. R: 1. 
302	A: 1. 
302	R: 1. 
Time (s): 0.00612
698	A: 1. R: 1. 
302	A: 1. 
302	R: 1. 
Time (s): 0.00614
699	A: 1. R: 1. 
301	A: 1. 
301	R: 1. 
Time (s): 0.00616
699	A: 1. R: 1. 
301	A: 1. 
301	R: 1. 
Time (s): 0.00618
701	A: 1. R: 1. 
299	A: 1. 
299	R: 1. 
Time (s): 0.0062
701	A: 1. R: 1. 
299	A: 1. 
299	R: 1. 
Time (s): 0.00622
701	A: 1. R: 1. 
299	A: 1. 
299	R: 1. 
Time (s): 0.00624
700	A: 1. R: 1. 
300	A: 1. 
300	R: 1. 
Time (s): 0.00626
701	A: 1. R: 1. 
299	A: 1. 
299	R: 1. 
Time (s): 0.00628
702	A: 1. R: 1. 
298	A: 1. 
298	R: 1. 
Time (s): 0.0063
702	A: 1. R: 1. 
298	A: 1. 
298	R: 1. 
Time (s): 0.00632
702	A: 1. R: 1. 
298	A: 1. 
298	R: 1. 
Time (s): 0.00634
704	A: 1. R: 1. 
296	A: 1. 
296	R: 1. 
Time (s): 0.00636
707	A: 1. R: 1. 
293	A: 1. 
293	R: 1. 
Time (s): 0.00638
706	A: 1. R: 1. 
294	A: 1. 
294	R: 1. 
Time (s): 0.0064
706	A: 1. R: 1. 
294	A: 1. 
294	R: 1. 
Time (s): 0.00642
705	A: 1. R: 1. 
295	A: 1. 
295	R: 1. 
Time (s): 0.00644
704	A: 1. R: 1. 
296	A: 1. 
296	R: 1. 
Time (s): 0.00646
702	A: 1. R: 1. 
298	A: 1. 
298	R: 1. 
Time (s): 0.00648
701	A: 1. R: 1. 
299	A: 1. 
299	R: 1. 
Time (s): 0.0065
701	A: 1. R: 1. 
299	A: 1. 
